".threshold",".metric",".estimator",".estimate","species"
0.32,"spec","binary",0.937022526934378,"Soupfin shark"
0.33,"spec","binary",0.938883447600392,"Soupfin shark"
0.34,"spec","binary",0.941136141038198,"Soupfin shark"
0.35,"spec","binary",0.942703232125367,"Soupfin shark"
0.36,"spec","binary",0.945249755142018,"Soupfin shark"
0.37,"spec","binary",0.947208619000979,"Soupfin shark"
0.38,"spec","binary",0.949657198824682,"Soupfin shark"
0.39,"spec","binary",0.950930460333007,"Soupfin shark"
0.4,"spec","binary",0.952791380999021,"Soupfin shark"
0.41,"spec","binary",0.953574926542605,"Soupfin shark"
0.42,"spec","binary",0.955044074436827,"Soupfin shark"
0.43,"spec","binary",0.95690499510284,"Soupfin shark"
0.44,"spec","binary",0.958667972575906,"Soupfin shark"
0.45,"spec","binary",0.959745347698335,"Soupfin shark"
0.46,"spec","binary",0.960333006856024,"Soupfin shark"
0.47,"spec","binary",0.961998041136141,"Soupfin shark"
0.48,"spec","binary",0.963369245837414,"Soupfin shark"
0.49,"spec","binary",0.964250734573947,"Soupfin shark"
0.5,"spec","binary",0.96513222331048,"Soupfin shark"
0.51,"spec","binary",0.966013712047013,"Soupfin shark"
0.52,"spec","binary",0.966993143976494,"Soupfin shark"
0.53,"spec","binary",0.968364348677767,"Soupfin shark"
0.54,"spec","binary",0.969343780607248,"Soupfin shark"
0.55,"spec","binary",0.970127326150833,"Soupfin shark"
0.56,"spec","binary",0.971106758080313,"Soupfin shark"
0.57,"spec","binary",0.971890303623898,"Soupfin shark"
0.58,"spec","binary",0.972673849167483,"Soupfin shark"
0.59,"spec","binary",0.97384916748286,"Soupfin shark"
0.6,"spec","binary",0.974828599412341,"Soupfin shark"
0.61,"spec","binary",0.975808031341822,"Soupfin shark"
0.62,"spec","binary",0.976885406464251,"Soupfin shark"
0.63,"spec","binary",0.978060724779628,"Soupfin shark"
0.64,"spec","binary",0.978942213516161,"Soupfin shark"
0.65,"spec","binary",0.980117531831538,"Soupfin shark"
0.66,"spec","binary",0.981292850146915,"Soupfin shark"
0.67,"spec","binary",0.981684622918707,"Soupfin shark"
0.68,"spec","binary",0.981978452497551,"Soupfin shark"
0.69,"spec","binary",0.982468168462292,"Soupfin shark"
0.7,"spec","binary",0.982859941234084,"Soupfin shark"
0.71,"spec","binary",0.983447600391773,"Soupfin shark"
0.72,"spec","binary",0.983741429970617,"Soupfin shark"
0.73,"spec","binary",0.984720861900098,"Soupfin shark"
0.74,"spec","binary",0.985700293829579,"Soupfin shark"
0.75,"spec","binary",0.986190009794319,"Soupfin shark"
0.76,"spec","binary",0.98667972575906,"Soupfin shark"
0.77,"spec","binary",0.987463271302644,"Soupfin shark"
0.78,"spec","binary",0.987855044074437,"Soupfin shark"
0.79,"spec","binary",0.988246816846229,"Soupfin shark"
0.8,"spec","binary",0.98873653281097,"Soupfin shark"
0.81,"spec","binary",0.989520078354554,"Soupfin shark"
0.82,"spec","binary",0.989813907933399,"Soupfin shark"
0.83,"spec","binary",0.990107737512243,"Soupfin shark"
0.84,"spec","binary",0.990499510284035,"Soupfin shark"
0.85,"spec","binary",0.99079333986288,"Soupfin shark"
0.86,"spec","binary",0.991380999020568,"Soupfin shark"
0.87,"spec","binary",0.991870714985309,"Soupfin shark"
0.88,"spec","binary",0.992164544564153,"Soupfin shark"
0.89,"spec","binary",0.992458374142997,"Soupfin shark"
0.9,"spec","binary",0.992850146914789,"Soupfin shark"
0.1,"j_index","binary",0.505113798854546,"Soupfin shark"
0.11,"j_index","binary",0.507473040313621,"Soupfin shark"
0.12,"j_index","binary",0.51267263436819,"Soupfin shark"
0.13,"j_index","binary",0.514421186099659,"Soupfin shark"
0.14,"j_index","binary",0.509630574473524,"Soupfin shark"
0.15,"j_index","binary",0.50171008308721,"Soupfin shark"
0.16,"j_index","binary",0.493160173817532,"Soupfin shark"
0.17,"j_index","binary",0.491755815218904,"Soupfin shark"
0.18,"j_index","binary",0.489274081497848,"Soupfin shark"
0.19,"j_index","binary",0.490472430383143,"Soupfin shark"
0.2,"j_index","binary",0.488107368010791,"Soupfin shark"
0.21,"j_index","binary",0.487621954460212,"Soupfin shark"
0.22,"j_index","binary",0.487976270920489,"Soupfin shark"
0.23,"j_index","binary",0.490504065781382,"Soupfin shark"
0.24,"j_index","binary",0.485671695429571,"Soupfin shark"
0.25,"j_index","binary",0.48641778466164,"Soupfin shark"
0.26,"j_index","binary",0.484873724144389,"Soupfin shark"
0.27,"j_index","binary",0.483544278168791,"Soupfin shark"
0.28,"j_index","binary",0.482704548157934,"Soupfin shark"
0.29,"j_index","binary",0.481650203605423,"Soupfin shark"
0.3,"j_index","binary",0.483296509729783,"Soupfin shark"
0.31,"j_index","binary",0.480479187704207,"Soupfin shark"
0.32,"j_index","binary",0.474490227192776,"Soupfin shark"
0.33,"j_index","binary",0.472475178866542,"Soupfin shark"
0.34,"j_index","binary",0.465683944655769,"Soupfin shark"
0.35,"j_index","binary",0.456915118430277,"Soupfin shark"
0.36,"j_index","binary",0.455585672454679,"Soupfin shark"
0.37,"j_index","binary",0.453668567321393,"Soupfin shark"
0.38,"j_index","binary",0.450949188488764,"Soupfin shark"
0.39,"j_index","binary",0.445762501676676,"Soupfin shark"
0.4,"j_index","binary",0.442455463686359,"Soupfin shark"
0.41,"j_index","binary",0.432903091917282,"Soupfin shark"
0.42,"j_index","binary",0.425328312162925,"Soupfin shark"
0.43,"j_index","binary",0.420729284508525,"Soupfin shark"
0.44,"j_index","binary",0.419908282653425,"Soupfin shark"
0.45,"j_index","binary",0.411941730127276,"Soupfin shark"
0.46,"j_index","binary",0.40090148230822,"Soupfin shark"
0.47,"j_index","binary",0.394814578603841,"Soupfin shark"
0.48,"j_index","binary",0.393601803976949,"Soupfin shark"
0.49,"j_index","binary",0.389315334057151,"Soupfin shark"
0.5,"j_index","binary",0.388904833129601,"Soupfin shark"
0.51,"j_index","binary",0.382034383881638,"Soupfin shark"
0.52,"j_index","binary",0.377845857154788,"Soupfin shark"
0.53,"j_index","binary",0.372757113535648,"Soupfin shark"
0.54,"j_index","binary",0.367276597144715,"Soupfin shark"
0.55,"j_index","binary",0.362892184031969,"Soupfin shark"
0.56,"j_index","binary",0.357411667641037,"Soupfin shark"
0.57,"j_index","binary",0.346567306207878,"Soupfin shark"
0.58,"j_index","binary",0.346058862087379,"Soupfin shark"
0.59,"j_index","binary",0.345942190738674,"Soupfin shark"
0.6,"j_index","binary",0.336585705355493,"Soupfin shark"
0.61,"j_index","binary",0.328521209636395,"Soupfin shark"
0.62,"j_index","binary",0.31797067778208,"Soupfin shark"
0.63,"j_index","binary",0.312686047777044,"Soupfin shark"
0.64,"j_index","binary",0.30581559852908,"Soupfin shark"
0.65,"j_index","binary",0.300530968524044,"Soupfin shark"
0.66,"j_index","binary",0.287494400534512,"Soupfin shark"
0.67,"j_index","binary",0.282718214649973,"Soupfin shark"
0.68,"j_index","binary",0.280428064900652,"Soupfin shark"
0.69,"j_index","binary",0.278333801537227,"Soupfin shark"
0.7,"j_index","binary",0.270973636324523,"Soupfin shark"
0.71,"j_index","binary",0.265101347161799,"Soupfin shark"
0.72,"j_index","binary",0.257643238756147,"Soupfin shark"
0.73,"j_index","binary",0.252162722365214,"Soupfin shark"
0.74,"j_index","binary",0.249266185302447,"Soupfin shark"
0.75,"j_index","binary",0.242003963282691,"Soupfin shark"
0.76,"j_index","binary",0.241201689583349,"Soupfin shark"
0.77,"j_index","binary",0.23552528680652,"Soupfin shark"
0.78,"j_index","binary",0.23462506991423,"Soupfin shark"
0.79,"j_index","binary",0.228556894365609,"Soupfin shark"
0.8,"j_index","binary",0.216126713689523,"Soupfin shark"
0.81,"j_index","binary",0.206574341920446,"Soupfin shark"
0.82,"j_index","binary",0.193948274858463,"Soupfin shark"
0.83,"j_index","binary",0.189074145780977,"Soupfin shark"
0.84,"j_index","binary",0.185589949560521,"Soupfin shark"
0.85,"j_index","binary",0.182007810147117,"Soupfin shark"
0.86,"j_index","binary",0.17484353132031,"Soupfin shark"
0.87,"j_index","binary",0.170165288628719,"Soupfin shark"
0.88,"j_index","binary",0.160123200894902,"Soupfin shark"
0.89,"j_index","binary",0.151373102825168,"Soupfin shark"
0.9,"j_index","binary",0.145304927276547,"Soupfin shark"
0.1,"distance","binary",0.127145659349944,"Soupfin shark"
0.11,"distance","binary",0.129109416449491,"Soupfin shark"
0.12,"distance","binary",0.13092500811656,"Soupfin shark"
0.13,"distance","binary",0.132916061931058,"Soupfin shark"
0.14,"distance","binary",0.139123869604062,"Soupfin shark"
0.15,"distance","binary",0.149509412171636,"Soupfin shark"
0.16,"distance","binary",0.159116525355748,"Soupfin shark"
0.17,"distance","binary",0.164100669991988,"Soupfin shark"
0.18,"distance","binary",0.169612573970404,"Soupfin shark"
0.19,"distance","binary",0.172297052564314,"Soupfin shark"
0.2,"distance","binary",0.177421271305126,"Soupfin shark"
0.21,"distance","binary",0.181535277981334,"Soupfin shark"
0.22,"distance","binary",0.183120043769431,"Soupfin shark"
0.23,"distance","binary",0.183491079310656,"Soupfin shark"
0.24,"distance","binary",0.19039668181705,"Soupfin shark"
0.25,"distance","binary",0.19204721943845,"Soupfin shark"
0.26,"distance","binary",0.195929806683759,"Soupfin shark"
0.27,"distance","binary",0.198920465442551,"Soupfin shark"
0.28,"distance","binary",0.201881282191153,"Soupfin shark"
0.29,"distance","binary",0.205895307581509,"Soupfin shark"
0.3,"distance","binary",0.206652526999632,"Soupfin shark"
0.31,"distance","binary",0.211016503375876,"Soupfin shark"
0.32,"distance","binary",0.217902290417986,"Soupfin shark"
0.33,"distance","binary",0.221271906120521,"Soupfin shark"
0.34,"distance","binary",0.229519744936751,"Soupfin shark"
0.35,"distance","binary",0.239273011016314,"Soupfin shark"
0.36,"distance","binary",0.242768503186042,"Soupfin shark"
0.37,"distance","binary",0.246368712519673,"Soupfin shark"
0.38,"distance","binary",0.251244077203387,"Soupfin shark"
0.39,"distance","binary",0.257602486176135,"Soupfin shark"
0.4,"distance","binary",0.262671402207335,"Soupfin shark"
0.41,"distance","binary",0.273254446817624,"Soupfin shark"
0.42,"distance","binary",0.282619824044662,"Soupfin shark"
0.43,"distance","binary",0.289341572078405,"Soupfin shark"
0.44,"distance","binary",0.291970339976354,"Soupfin shark"
0.45,"distance","binary",0.301709240455868,"Soupfin shark"
0.46,"distance","binary",0.314537101002964,"Soupfin shark"
0.47,"distance","binary",0.323141229047619,"Soupfin shark"
0.48,"distance","binary",0.325976749954738,"Soupfin shark"
0.49,"distance","binary",0.331828724745911,"Soupfin shark"
0.5,"distance","binary",0.333253767045937,"Soupfin shark"
0.51,"distance","binary",0.342186923493306,"Soupfin shark"
0.52,"distance","binary",0.348183978113933,"Soupfin shark"
0.53,"distance","binary",0.355748792988221,"Soupfin shark"
0.54,"distance","binary",0.363424697189963,"Soupfin shark"
0.55,"distance","binary",0.369626894467015,"Soupfin shark"
0.56,"distance","binary",0.377456483457901,"Soupfin shark"
0.57,"distance","binary",0.391819006127713,"Soupfin shark"
0.58,"distance","binary",0.39339306055272,"Soupfin shark"
0.59,"distance","binary",0.394951037485363,"Soupfin shark"
0.6,"distance","binary",0.407987591221605,"Soupfin shark"
0.61,"distance","binary",0.419565480901071,"Soupfin shark"
0.62,"distance","binary",0.434702904108621,"Soupfin shark"
0.63,"distance","binary",0.443204792593488,"Soupfin shark"
0.64,"distance","binary",0.453542870175564,"Soupfin shark"
0.65,"distance","binary",0.46223320956856,"Soupfin shark"
0.66,"distance","binary",0.4817062461402,"Soupfin shark"
0.67,"distance","binary",0.488889492925724,"Soupfin shark"
0.68,"distance","binary",0.492497722511743,"Soupfin shark"
0.69,"distance","binary",0.496112571802028,"Soupfin shark"
0.7,"distance","binary",0.507075892732287,"Soupfin shark"
0.71,"distance","binary",0.516295321462333,"Soupfin shark"
0.72,"distance","binary",0.527482924384326,"Soupfin shark"
0.73,"distance","binary",0.536874879859886,"Soupfin shark"
0.74,"distance","binary",0.542539677798712,"Soupfin shark"
0.75,"distance","binary",0.554003587652088,"Soupfin shark"
0.76,"distance","binary",0.555914932126248,"Soupfin shark"
0.77,"distance","binary",0.565567902094524,"Soupfin shark"
0.78,"distance","binary",0.567502893927819,"Soupfin shark"
0.79,"distance","binary",0.577266915632857,"Soupfin shark"
0.8,"distance","binary",0.597052798295993,"Soupfin shark"
0.81,"distance","binary",0.613113854958043,"Soupfin shark"
0.82,"distance","binary",0.633505862381357,"Soupfin shark"
0.83,"distance","binary",0.641752671939019,"Soupfin shark"
0.84,"distance","binary",0.647969660248964,"Soupfin shark"
0.85,"distance","binary",0.654218795668487,"Soupfin shark"
0.86,"distance","binary",0.666807723336234,"Soupfin shark"
0.87,"distance","binary",0.675265892978714,"Soupfin shark"
0.88,"distance","binary",0.692354191936819,"Soupfin shark"
0.89,"distance","binary",0.707481309748354,"Soupfin shark"
0.9,"distance","binary",0.718384019730778,"Soupfin shark"
